ShopName,Date,Prefecture,Phone,genres
茶フェ 花水木,2016-06-05,香川県,087-822-7314,None
京料理 四季cafe,2016-06-02,東京都,03-5772-6806,None
さきがけニュースカフェ,2016-06-02,秋田県,018-888-1808,None
Di PUNTO（ディプント）飯田橋店,2016-06-02,東京都,03-3556-2727,None
ロージーカフェ,2016-06-01,兵庫県,079-427-5239,None
アトリエコータ 鎌倉市長谷,2016-06-01,神奈川県,0467-61-0578,None
Cafe Terzina カフェ テルツィーナ,2016-06-01,北海道,0123-37-6267,None
ihana cafe 栄スカイル店,2016-06-01,愛知県,052-684-6948,None
タカクラホテル福岡イートインショップ,2016-05-31,福岡県,092-731-1661,None
Organic Cafe あたたかなお皿,2016-05-31,東京都,0422-24-6088,None
猫sun cafe,2016-05-29, 海道,011-598-0577,None
Shiny Owl シャイニーアウル,2016-05-29,東京都,03-6772-4385,None
Cafe Habana TOKYO,2016-05-28,東京都,03-3464-1887,None
ごはんカフェMIYAKO,2016-05-28,京都府,075-468-1879,None
gram 須磨パティオ店,2016-05-28,兵庫県,078-786-3339,None
カフェ＆バー CHARACRO（キャラクロ） feat. 弱虫ペダル,2016-05-27,東京都,,None
レストランカラオケ シダックス狭山富士見クラブ,2016-05-27,埼玉県,04-2956-7711,None
FUKUROU CAFE （フクロウ カフェ）,2016-05-26,埼玉県,048-647-7038,None
chawan イオンモール浦和美園店,2016-05-24,埼玉県,048-812-6137,None
TRIPLE R,2016-05-23,東京都,03-3865-3868,None
pino cafe&meal ピノ カフェ&ミール,2016-05-23,栃木県,0287-74-5726,None
Cafe Salon E・REGANTE,2016-05-23,東京都,080-4449-5081,None
ネコリパブリック大阪心斎橋店 ネコビル,2016-05-22,大阪府,06-4708-3889,None
Kolm （コルム）,2016-05-21,東京都,080-7938-0521,None
Kaikado Cafe （カイカドウ カフェ）,2016-05-21,京都府,075-353-5668,None
パッサポルト 平塚店,2016-05-20,神奈川県,0463-24-0551,None
Cafe&Meal MUJIラスカ平塚,2016-05-20,神奈川県,0463-20-5161,None
おかずバル 紅月,2016-05-20,東京都,03-5787-8686,None
ワイナリーレストラン金石の音,2016-05-20,新潟県,025-520-9002,None
Bon-tune （ボントゥーレ）,2016-05-20,大阪府,06-6205-6868,None
ベーカリーカフェ ペンギン恵庭店,2016-05-20,北海道,0123-35-4000,None
Patisserie quai montebello （パティスリー・ケ・モンテベロ）,2016-05-20,大阪府,06-6147-7718,None
グリーンスムージーのお店VegeVege,2016-05-17,和歌山県,070-2302-0831,None
Nöra,2016-05-17,香川県,087-805-5784,None
gram 枚方T-SITE店,2016-05-16,大阪府,072-894-8646,None
Cafe & Darts Asile （カフェ & ダーツ アジル）,2016-05-16,愛知県,0562-85-6580,None
コミュニティーカフェ＆スタジオ ＯＬＤＦ～オルドフ～,2016-05-16,山梨県,0553-22-0478,None
INC & SONS,2016-05-16,大阪府,06-6228-1114,None
しあわせをよぶフクロウカフェ  Country Owl,2016-05-14,和歌山県,090-1243-7217,None
レストラン&カフェ ランパダ （Lampada）,2016-05-14,沖縄県,098-988-1352,None
Cafe Ciel by Lovest,2016-05-14,徳島県,,None
カフェ 湖庵,2016-05-14,滋賀県,077-564-5760,None
大阪城西の丸庭園 大阪迎賓館,2016-05-13,大阪府,0120-075-390,None
Cafe de Agenda,2016-05-12,兵庫県,078-325-1025,None
萬屋本店,2016-05-11,神奈川県,0467-24-2040,None
MARKET CAFE,2016-05-11,福岡県,092-476-9113,None
野木町煉瓦窯/野木ホフマン館（野木町交流センター）,2016-05-10,栃木県,0280-33-6667,None
DEAN & DELUCA 東京ガーデンテラス紀尾井町,2016-05-10,東京都,03-5226-7951,None
マタタビ食堂,2016-05-10,愛知県,050-1250-2363,None
60 minutes CAFE,2016-05-10,大阪府,06-6210-2822,None
DEAN & DELUCA 赤坂アークヒルズ,2016-05-09,東京都,03-5545-3025,None
e-cafe（イーカフェ）,2016-05-09,京都府,075-494-3717,None
猫カフェMoCHAラウンジ池袋東口店,2016-05-09,東京都,03-6914-2699,None
HOSANNA CAFE（ホザナカフェ）,2016-05-09,東京都,070-6575-8108,None
Looking Good,2016-05-09,東京都,03-6262-2939,None
DNS POWER CAFE大手町,2016-05-09,東京都,03-6262-5587,None
新東記 CLARKE QUAY クラークキー,2016-05-09,東京都,050-5827-0604,None
FARO,2016-05-09,東京都,03-6886-4169,None
Café 空と森,2016-05-09,兵庫県,050-5307-3559,None
健康長寿の里 青葉山ハーバルビレッジ,2016-05-08,福井県,0770-50-9012,None
森のたね,2016-05-06,沖縄県,0980-53-1131,None
Mango ChaCha CAFE＆DINING 秋葉原店,2016-05-05,東京都,03-3527-1485,None
CAFE Wedding H&A,2016-05-04,山形県,023-673-9393,None
Art Cafe Bar SEA SAW,2016-05-03,宮城県,022-355-9119,None
AFTER SCHOOL COFFEE （アフタースクールコーヒー）,2016-05-03,愛媛県,0898-35-2156,None
なぞともCafe六本木店,2016-05-01,東京都,03-6891-8590,None
KIT BOX -KOTOBUKIYA CAFE ＆ DINER-,2016-05-01,東京都,042-512-5687,None
シギラバー ノース 24,2016-04-29,沖縄県,0980-74-7100,None
MICASADECO&CAFE 神宮前 （ミカサデコ＆カフェ）,2016-04-29,東京都,03-6892-7006,None
カフェ＆バー プロント福井駅前店,2016-04-28,福井県,0776-21-8163,None
GREEN GRILL 北千住マルイ店,2016-04-28,東京都,03-6806-1351,None
湘南パンケーキ 横浜ランドマークプラザ店,2016-04-28,神奈川県,045-222-7761,None
THE GUEST cafe＆diner 大阪,2016-04-28,大阪府,06-6281-8922,None
ラルゴ珈琲（LARGO COFFEE）,2016-04-28,千葉県,043-215-0141,None
CoCoChi 緑の谷のごちそうテラス,2016-04-27,静岡県,053-489-3273,None
北浦臨海パーク きたうらら海市場,2016-04-27,宮崎県,0982-24-5580,None
MAPLE BASE,2016-04-27,埼玉県,0494-26-6150,None
Cafe＆Kitchenぱんだぺこ,2016-04-27,神奈川県,046-259-7165,None
KAEDE CAFE,2016-04-27,北海道,0166-56-6445,None
THE BROOKLYN CAFÉ テレビ塔店,2016-04-27,愛知県,052-951-2696,None
ハンズカフェ ウィング川崎店,2016-04-26,神奈川県,044-233-5220,None
THE ALLDAY LOUNGEザ オールデイラウンジ,2016-04-26,福岡県,092-717-8275,None
ハードロックカフェ福岡店,2016-04-26,福岡県,092-433-2975,None
幸せのパンケーキ 梅田店,2016-04-26,大阪府,06-6292-3333,None
M1プレート柏沼南店,2016-04-25,千葉県,04-7191,None
Delices tarte＆cafeセブンパークアリオ柏店,2016-04-25,千葉県,04-7193-2336,None
Kagu Cafe Higashimoto,2016-04-24,京都府,0774-39-3700,None
UNPLAN Kagurazaka,2016-04-24,東京都,03-6457-5171,None
猫屋カフェ,2016-04-24,福岡県,092-953-2224,None
ブリオッシュ ドーレ nonowa国立店,2016-04-24,東京都,042-580-4155,None
Cafe hito no wa （カフェ ヒトノワ）,2016-04-24,宮城県,022-725-7313,None
CAFE cabo イオンモール今治店,2016-04-23,愛媛県,0898-35-4791,None
coffee&gelato THE CUPS SAKAE,2016-04-23,愛知県,052-242-7575,None
ライトカフェ セントラルパーク店,2016-04-22,愛知県,052-962-5115,None
FOODIES MARKET,2016-04-22,北海道,011-214-2111,None
大垣書店＆cafe イオンモール京都五条店,2016-04-22,京都府,075-326-8710,None
CAFE & SPICE MONKEYS CAFE （モンキーズカフェ）,2016-04-22,兵庫県,078-332-0850,None
ELK NEW YORK BRUNCH,2016-04-22,奈良県,0744-47-4228,None
EL FUEGO GRILL Enoshima,2016-04-21,神奈川県,0466-47-6265,None
Tulips_wine&dine（チューリップス ）,2016-04-21,東京都,03-6303-0645,None
リンツ ショコラ カフェ 金沢百番街Rinto店,2016-04-21,石川県,076-282-9992,None
oyako café noi,2016-04-21,北海道,0166-56-1129,None
Rice people，Nice people！KITTE博多店,2016-04-20,福岡県,092-260-6377,None
kawara CAFE＆DINING KITTE博多店,2016-04-20,福岡県,092-260-6466,None
CORDUROY cafe KITTE博多店,2016-04-20,福岡県,092-260-6363,None
フクモナ,2016-04-20,兵庫県,078-907-6965,None
HOKUO ニトリモール枚方店,2016-04-19,大阪府,072-392-8900,None
GARB LEAVES （ガーブ リーブス）,2016-04-19,福岡県,092-432-0075,None
Kukka with Flower&Cafe （クッカ ウィズ フラワー&カフェ）,2016-04-18,宮城県,022-398-9047,None
FabCafe Hida,2016-04-16,岐阜県,0577-57-7686,None
マズ バズ 鳥取砂丘店,2016-04-16,鳥取県,0857-53-1800,None
Soto Cafe （O.B.Sきさいち Field Stre）,2016-04-16,大阪府,072-807-8916,None
Mr.FARMER 新宿ミロード （ミスターファーマー）,2016-04-16,東京都,03-3349-5731,None
ハドソンリバー・ハーベスト,2016-04-15,千葉県,0570-008-632,None
calico+むさしの店,2016-04-15,東京都,0422-29-8353,None
Cafe de CRIE 博多バスターミナル,2016-04-15,福岡県,092-471-5777,None
カフェ ウリエル,2016-04-15,大阪府,06-7503-9822,None
ミニ四駆カフェバー PolePosition （ポールポジション）,2016-04-15,北海道,011-806-3249,None
たまごcafe at たつかーむ,2016-04-15,北海道,0142-66-3345,None
みぃ・ベーグルカフェ＆ナチュラルマーケット イーサイト高崎店,2016-04-15,群馬県,027-386-8413,None
Comodo Café ＆ Dining,2016-04-14,兵庫県,078-943-0800,None
シロノニワ,2016-04-14,東京都,03-6452-3351,None
ル・グルニエ・ア・パン アトレ恵比寿店,2016-04-14,東京都,,None
gelato pique cafe creperieアトレ恵比寿店,2016-04-14,東京都,,None
Cosme Kitchen Adaptationアトレ恵比寿店,2016-04-14,東京都,,None
インヤン・フラワー・カフェ,2016-04-13,京都府,075-406-7109,None
cafe Lulumo （カフェ ルルモ）,2016-04-12,千葉県,0436-26-4455,None
ネコリパブリック愛知江南市店,2016-04-11,愛知県,0587-81-6722,None
Shaun the sheep cafe Annex,2016-04-11,大阪府,06-4308-5108,None
ミニ四駆Cafeドラゴンバック,2016-04-11,神奈川県,042-705-7273,None
バードカフェ とりん家,2016-04-11,新潟県,080-9995-4907,None
S PRESS CAFE エス プレス カフェ,2016-04-11,埼玉県,048-711-5171,None
北房あざえ茶屋,2016-04-09,岡山県,0866-52-2610,None
マイストア,2016-04-09,秋田県,0184-43-6608,None
ビリヤード＆カフェバーHammer 広島胡町店,2016-04-08,広島県,082-258-3522,None
café Orange Parlor,2016-04-07,沖縄県,090-2964-3693,None
T’s cafe×bar,2016-04-07,静岡県,053-458-2610,None
Hanamizuki cafe 秋田店,2016-04-07,秋田県,018-893-3250,None
MU GARDEN TERRACE （ムーガーデンテラス）,2016-04-07,愛知県,052-725-7390,None
ベジデコサラダ®カフェ,2016-04-05,愛知県,052-951-9220,None
TOKYO AOYAMA GLOCAL CAFE（東京青山グローカルカフェ）,2016-04-05,東京都,03-6455-5460,None
HangOut HangOver 西武新宿BrickSt.店,2016-04-05,東京都,03-6302-1690,None
@marucafe （アットマルカフェ）,2016-04-05,神奈川県,044-819-8815,None
ピアーズカフェ 西武新宿ペペ店,2016-04-05,東京都,03-6205-5391,None
食堂カフェ凜,2016-04-05,愛知県,0561-39-0035,None
なんであのときcafe,2016-04-03,愛知県,052-439-6263,None
Grillcafe&bar カランコロン,2016-04-02,熊本県,096-285-1197,None
ビアバー＆レストラン HAKKO(ハッコ),2016-04-01,長野県,0269-38-8500,None
譲渡型猫カフェにゃんくる 桜木町店,2016-04-01,神奈川県,045-315-5602,None
カフェとも,2016-04-01,岡山県,090-7546-3537,None
Sakura Tabie by the River （サクラ テーブル）,2016-04-01,岐阜県,058-372-6458,None
Coccolarsi （コッコラルスィ）,2016-04-01,沖縄県,098-996-2888,None
One Room Cafe（ワン ルーム カフェ）,2016-04-01,大阪府,080-3270-3781,None
PICOLUSSO （ピコルッソ）,2016-04-01,福岡県,093-967-1530,None
THE APOLLO アポロ,2016-03-31,東京都,03-6264-5220,None
THE CITY BAKERY Tokyo Plaza Ginza,2016-03-31,東京都,03-6264-5201,None
チャワン ラスカ茅ヶ崎店,2016-03-31,神奈川県,0467-88-0655,None
福吉カフェ 旭橋本店,2016-03-30,北海道,0166-85-6014,None
カフェ＆ダイニング 旬家彩果,2016-03-30,大阪府,06-6726-0770,None
エクセルシオールカフェ 町田一番街通り店,2016-03-29,東京都,042-729-8858,None
BW STATION,2016-03-29,大阪府,06-6842-9666,None
ultra bakeshop & coffee,2016-03-29,香川県,087-802-3848,None
洋菓子工房＆カフェ バウム工房 ゆずの木,2016-03-27,栃木県,0285-63-5671,None
三条スパイス研究所,2016-03-27,新潟県,0256-47-0086,None
HOGOKEN CAFE 大宮店,2016-03-26,埼玉県,048-782-8362,None
BAGEL CAFE SORARIN （ベーグルカフェ ソラリン）,2016-03-26,愛知県,0569-35-5670,None
てらかふぇ安,2016-03-26,北海道,080-1971-0699,None
ゲーマーズカフェGAMECIRCLE,2016-03-26,北海道,0166-73-5440,None
a,2016-03-26,東京都,03-5459-1158,None
畑のレストランHuis,2016-03-26,北海道,0138-83-1241,None
ガーデンハウス 新宿店,2016-03-25,東京都,0467-81-5200,None
SALON BAKE&TEA （サロン ベイクアンドティー）,2016-03-25,東京都,03-6380-1790,None
ケニーズハウスカフェ サンシャイン池袋店,2016-03-24,東京都,03-6907-1913,None
MIYAKOJI sweets yui,2016-03-24,福島県,0247-73-8380,None
cafe smile（カフェスマイル),2016-03-24,宮城県,080-3326-6016,None
北海道チューボー グランアージュ店,2016-03-23,東京都,03-6206-3544,None
LUKE’S 渋谷Park Street店,2016-03-23,東京都,03-5456-6957,None
SUN CAFE サンカフェ,2016-03-21,愛知県,080-4842-6416,None
pia Sapido イオンモール堺鉄砲町店,2016-03-19,大阪府,072-275-5479,None
The Coffee Bean＆Tea Leafイオンモール堺鉄砲町店,2016-03-19,大阪府,072-275-7358,None
Rockers Cafe（ロッカーズカフェ ）,2016-03-19,沖縄県,098-923-4178,None
Spatzle CAFE & WINE 表参道ヒルズ店,2016-03-18,東京都,03-5775-1941,None
森の図書室2号店,2016-03-18,東京都,03-6434-0625,None
CakeTime,2016-03-18,千葉県,047-409-7468,None
Cafe Rocca,2016-03-18,大阪府,050-5277-7337,None
放課珈琲 ほうかふぇ,2016-03-18,愛知県,0569-25-5183,None
カフェ＆ダイニング Rocco Rocco,2016-03-18,東京都,03-6456-1655,None
Grace Garden イオンモール神戸北店,2016-03-18,兵庫県,078-983-3200,None
café PARK DELI （カフェ パーク デリ）,2016-03-18,北海道,011-839-1017,None
スターバックス ネイバーフットアンドコーヒー たまプラーザテラス店,2016-03-18,神奈川県,045-905-0774,None
JS FOODIES エスパル仙台,2016-03-17,宮城県,022-791-3410,None
HUMMING MEAL MARKET,2016-03-17,宮城県,022-766-8382,None
ザ・スチーム シーフードポット＆オイスター エスパル仙台店,2016-03-17,宮城県,022-792-2501,None
フロプレステージュ ちはら台ユニモ店,2016-03-17,千葉県,0436-76-8139,None
Funny Kitchen ファニーキッチン,2016-03-15,大阪府,050-5282-7034,None
和歌山ダイニング 木と水と土と 外苑前店,2016-03-15,東京都,03-6434-0117,None
CORG’S（コーグス）,2016-03-15,茨城県,0280-87-1800,None
カフェコア 長崎みなとメディカルセンター市民病院,2016-03-14,長崎県,095-816-1855,None
Paddock Girls Cafe Roppongi,2016-03-14,東京都,03-4226-3535,None
掛川森林果樹公園アトリエ,2016-03-12,静岡県,0537-21-1616,None
菓匠 幹栄 × cafelatte57,2016-03-12,埼玉県,048-782-9199,None
Wa coffee,2016-03-12,大阪府,06-7502-6478,None
CAFE4115 （カフェ4115）,2016-03-12,福井県,0776-54-3737,None
クレイジーダック,2016-03-12,愛知県,0568-55-8889,None
Collabo,2016-03-12,広島県,084-966-3093,None
エ・プロント 狛江店,2016-03-10,東京都,03-5438-5757,None
alife （エーライフ）,2016-03-10,東京都,03-3408-1111,None
猫カフェMoCHA 原宿店,2016-03-09,東京都,03-6447-2665,None
YURT大名古屋ビルヂング店,2016-03-08,愛知県,052-433-1540,None
HARBS 大名古屋ビルヂング店,2016-03-08,愛知県,052-589-8271,None
Salt Water by David Myers 名古屋店,2016-03-08,愛知県,052-414-5423,None
浅草 キッチン大宮 大名古屋ビルヂング店,2016-03-08,愛知県,052-433-1412,None
アンティコカフェ アルアビス 大名古屋ビルヂング店,2016-03-08,愛知県,052-589-8138,None
Cafe&Dining×Apparel SENSE,2016-03-08,千葉県,047-197-6008,None
Soup&cafe たらTaRa 四ツ橋店,2016-03-08,大阪府,06-4390-3939,None
iNAho（菜・肴・米）,2016-03-07,神奈川県,050-1031-2081,None
Crear Bacchus,2016-03-07,東京都,03-5797-7260,None
カフェコムサ岡山天満屋店,2016-03-04,岡山県,086-232-5310,None
&Swell,2016-03-04,神奈川県,045-222-6510,None
シロノシー,2016-03-04,神奈川県,045-323-9555,None
Pie Holic（パイ ホリック）,2016-03-04,神奈川県,045-227-6777,None
ベーカリーカフェ ぱんの森,2016-03-03,大分県,097-567-3030,None
TRITON CAFE DAIKANYAMA（トリトンカフェ代官山）,2016-03-03,東京都,03-3462-6263,None
サンマルクカフェ 南海堺東駅店,2016-03-03,大阪府,072-282-0309,None
日本茶専門店 カフェ&ダイニング 茶の音,2016-03-03,大阪府,072-867-1253,None
MERRY and BRIGHT（メリー アンド ブライト）,2016-03-03,神奈川県,080-6676-2805,None
マルニ・フラワー・カフェ（MARNI FLOWER CAFE）,2016-03-02,大阪府,06-63061-1381,None
LURU HALL,2016-03-01,和歌山県,090-3622-8703,None
カフェ＆ボードゲーム ウィンウィン,2016-03-01,東京都,03-6721-7506,None
Daining Cafe&Barトライリー,2016-03-01,東京都,080-9665-2270,None
フルーツピークス いわき鹿島店,2016-03-01,福島県,0246-84-9588,None
古民家れすとらん ニコラ,2016-03-01,鹿児島県,099-262-3737,None
NoNNKey＋,2016-03-01,宮城県,022-267-2889,None
R.L WAFFLE CAFE 神戸北店,2016-03-01,兵庫県,078-983-3272,None
アボカド料理専門店 FORZA 本山店,2016-03-01,愛知県,052-761-3999,None
café & grill il Bosco （カフェ&グリル イル ボスコ）,2016-03-01,東京都,03-5623-2202,None
チョコホリックカフェ,2016-02-29,三重県,090-6095-5149,None
ピッツァナポレターノカフェ ビバモール和泉中央店,2016-02-27,大阪府,0725-51-7358,None
Esir Cafe （イーサー カフェ）,2016-02-26,大阪府,06-6180-5131,None
神楽坂 茶寮 池袋店,2016-02-26,東京都,03-5927-9033,None
VENT DE LUDO池袋東武店,2016-02-26,東京都,03-6915-2915,None
TOSHI STYLE,2016-02-26,東京都,03-5927-9978,None
CafeMUJIピオレ明石,2016-02-25,兵庫県,078-911-0026,None
ハンズカフェ ピオレ明石店,2016-02-25,兵庫県,078-918-6292,None
農と食の体験ファーム ワンダーファーム,2016-02-24,福島県,0246-38-8851,None
root cafe-Supported by +medi –,2016-02-23,大阪府,06-6372-5400,None
ミリタリーカフェ トリガーハッピー,2016-02-22,東京都,03-6666-8150,None
JELLY JELLY CAFE 池袋店,2016-02-20,東京都,03-6907-0919,None
谷根千 az cafe,2016-02-17,東京都,03-5832-9362,None
CRISP SALAD WORKS六本木ヒルズ店,2016-02-13,東京都,03-6721-1162,None
ZAKKA 2F ➕CAFE➕,2016-02-12,東京都,03-3969-5521,None
SUN CAFE,2016-02-12,宮崎県,0985-71-1939,None
cafe Cup（かふぇ ちゅぷ）,2016-02-10,埼玉県,048-856-9653,None
Cafe & Dining　Hale Luana（カフェ&ダイニング ハレ ルアナ）,2016-02-10,埼玉県,048-446-3663,None
BROOKLYN TABLEE～ブルックリンの食卓～,2016-02-05,鹿児島県,099-219-3595,None
Creperie Caf’e ViVi（クレープリーカフェ ビビ ）,2016-02-05,兵庫県,090-7550-0074,None
Pamplemousse 松山店,2016-02-02,愛媛県,089-900-7788,None
やすらぎSweets処 めるたん 勝川店,2016-02-02,愛知県,0568-34-4117,None
ゆめかふぇ,2016-02-02,兵庫県,080-6224-0134,None
幸せのパンケーキ 南船場はなれ,2016-02-01,大阪府,06-6226-8005,None
Fier 28～Vingt-huit～ （フィエルバンテユイット）,2016-01-28,岐阜県,058-275-7772,None
アニメイトカフェ池袋3号,2016-01-27,東京都,03-5957-0880,None
発信キッチン,2016-01-27,山口県,0833-72-7772,None
VERY FANCY 札幌（ベリーファンシーさっぽろ）,2016-01-26,北海道,011-520-6560,None
CAFE CHOSUFLORE （カフェ チョスフロール）,2016-01-24,岐阜県,058-387-3622,None
シルクロード カフェ錦糸町店,2016-01-23,東京都,03-5809-7953,None
カスカード なんばマルイ店,2016-01-22,大阪府,06-6647-0505,None
Cafe&Bal ROBAROBA （カフェ＆バル ロバロバ）,2016-01-22,北海道,011-836-6868,None
ALLEYS NEW YORK 札幌北一条店,2016-01-21,北海道,011-522-9455,None
CAFE:MONOCHROME,2016-01-20,東京都,03-6452-5735,None
GIOVANNI’S JAPAN 沖縄北谷アメリカンビレッジ店,2016-01-20,沖縄県,098-989-4166,None
森ノ宮 小鳥ひろば,2016-01-14,大阪府,06-6941-9030,None
海鮮創作 マテリアルゲーム,2015-12-10,北海道,0138-84-6905,None
Hanamizuki café 仙台泉店,2015-12-10,宮城県,022-341-1866,None
mogoon(モグーン) ららぽーと立川立飛店,2015-12-10,東京都,042-512-5033,None
神楽坂 茶寮 ららぽーと立川立飛店,2015-12-10,東京都,042-512-6770,None
Eggs ’n Things ららぽーと立川立飛店,2015-12-10,東京都,042-512-5851,None
かどちゃんKITCHEN&CAFE,2015-12-09,千葉県,04-7155-0562,None
CAFE&BAR めりめろ,2015-12-09,北海道,011-812-2177,None
ハンズカフェ エトモ中央林間,2015-12-07,神奈川県,046-276-6680,None
月夜と森のサーカス〜絵本仕掛けのカフェ & 劇場〜,2015-12-06,東京都,080-4451-601,None
S.F.BURGERs,2015-12-06,東京都,03-6413-5793,None
啓文社 BOOKS PLUS 緑町,2015-12-05,広島県,,None
小谷流ベーカリー＆カフェ,2015-12-05,千葉県,043-312-1110,None
サラベス 東京店,2015-12-04,東京都,03-6206-3551,None
Light Cafe イオンモール常滑店,2015-12-04,愛知県,0569-89-0847,None
StaubKitchen OLMO（ストウブキッチン・オルモ),2015-12-03,和歌山県,073-499-6508,None
NOMADIC CAFE,2015-12-01,神奈川県,090-5949-6628,None
seafood dining cafe 海結,2015-12-01,新潟県,050-3565-6157,None
CANDY SHOW TIME 京都祇園店/CANDY SHOW TIME Cafe,2015-12-01,京都府,075-532-2055,None
Conche,2015-12-01,静岡県,054-374-8551,None
bloom by 3rdplace,2015-12-01,静岡県,054-368-4674,None
SEZON ART GALLERY,2015-12-01,東京都,03-6447-1142,None
DAY&NIGHT,2015-12-01,東京都,03-5422-6645,None
別邸「薪の音 金澤」,2015-11-28,石川県,076-252-5125,None
PRONTO 小田原トザンイースト店,2015-11-27,神奈川県,0465-24-3655,None
TIDA CAFE （ティーダ カフェ）,2015-11-26,愛知県,0568-51-1770,None
J.S. FOODIES ミント神戸店,2015-11-26,兵庫県,078-251-5911,None
Cafe & Bar 十誡　,2015-11-25,東京都,03-6264-5775,None
Cafe＆Dining藤その,2015-11-25,福岡県,0944-85-6601,None
PUBLIC HOUSE武蔵小杉店,2015-11-25,神奈川県,044-739-2660,None
神戸屋キッチン デリ＆カフェ アトレ浦和店,2015-11-25,埼玉県,048-811-2205,None
PRONTO アトレ浦和店,2015-11-25,埼玉県,048-811-2223,None
Mercato street cafe TRiPPAiO,2015-11-25,埼玉県,,None
Gato Sano,2015-11-21,東京都,,None
マノ・キッチンカフェ板橋前野町店,2015-11-21,東京都,03-5918-7505,None
イオンドリップカフェ イオンスタイル板橋前野町,2015-11-21,東京都,03-5916-8107,None
こころね ららぽーと新三郷店,2015-11-21,埼玉県,048-954-4371,None
THE GUEST cafe&diner 福岡パルコ店,2015-11-21,福岡県,092-235-7182,None
Holli Cafe+ （ホーリーカフェプラス）,2015-11-21,三重県,0598-31-3910,None
etc.JOURNAL STANDARD 吉祥寺店,2015-11-21,東京都,,None
ブリオッシュ ドーレ ラスカ茅ヶ崎店,2015-11-20,神奈川県,0467-38-8210,None
アロハストリートショップ＆カフェ 茅ヶ崎ショップ,2015-11-20,神奈川県,0467-73-8322,None
Grand Breton Cafe,2015-11-20,東京都,03-5289-3270,None
Cafe bar Chotto,2015-11-20,北海道,011-631-4855,None
Dining cafe YOSHIMI 調布パルコ店,2015-11-20,東京都,042-426-7760,None
カフェ・ド・イソップ,2015-11-20,北海道,011-788-6601,None
Moff animal cafe iiasつくば店,2015-11-19,茨城県,029-846-7900,None
Eggs ’n Things ららぽーとTOKYO-BAY店,2015-11-19,千葉県,047-421-7230,None
グリル＆シュリンプレストランMart,2015-11-19,千葉県,047-434-6661,None
ベビーフェイスプラネッツ旭川忠和店,2015-11-19,北海道,0166-63-2700,None
Cheese Dish Factory,2015-11-19,東京都,03-6416-5179,None
atari caf_ & dining,2015-11-19,東京都,03-6416-5178,None
TABLES KITCHEN,2015-11-19,大阪府,06-4860-6531,None
Eggs ’n Things ららぽーとEXPOCITY店,2015-11-19,大阪府,06-4860-6573,None
GRAND PASSAGE ららぽーとEXPOCITY店,2015-11-19,大阪府,06-4860-6504,None
RHC ロンハーマン大阪店,2015-11-19,大阪府,,None
 GUNDAM SQUARE,2015-11-19,大阪府,06-4860-6442,None
K LOHAS Beauty Cafe,2015-11-16,愛知県,052-249-4777,None
フクロウカフェわたわた,2015-11-15,奈良県,0742-27-3330,None
WE ARE THE FARM 恵比寿店,2015-11-15,東京都,03-5784-3877,None
クレープリー・スタンド シャンデレール 天王寺,2015-11-14,大阪府,050-5785-7037,None
Café Barbapapa,2015-11-13,埼玉県,048-961-8407,None
GARBA cafe 本庄店,2015-11-13,埼玉県,0495-25-3244,None
ラ・メゾンアンソレイユターブル シャポー船橋店,2015-11-13,千葉県,047-411-6077,None
サニー サイド 高槻岡本店,2015-11-11,大阪府,072-669-9248,None
ベーカリーパーラー ペリカン 豊川マチニワ店,2015-11-11,愛知県,0533-80-7222,None
24/7 cafe apartment umeda,2015-11-11,大阪府,06-6377-5777,None
山手十番館 レストラン＆カフェ,2015-11-10,神奈川県,045-621-4466,None
サンドイッチ＆カフェ PEER,2015-11-10,三重県,059-273-6878,None
THREE LITTLE PIGS,2015-11-08,愛知県,056176-1233,None
Cafe かいめんこや,2015-11-07,宮城県,090-1169-1523,None
Cafeココ,2015-11-06,福岡県,,None
MIYABI CAFE 神保町店,2015-11-06,東京都,03-5212-6286,None
CANVAS TOKYO （キャンバス トウキョウ）,2015-11-05,東京都,03-6432-5700,None
Drip-X-Cafe （ドリップ エックス カフェ）,2015-11-05,大阪府,06-6885-0512,None
カフェ サンマリノ,2015-11-03,東京都,03-3389-4896,None
L lota（エル・ロタ）,2015-11-03,沖縄県,0980-52-8040,None
ｃａｆｅ ＫＡＷＡＮＯ,2015-11-03,熊本県,096-368-2347,None
旬酔かなで,2015-11-02,熊本県,096-385-2310,None
DAY & NIGHT,2015-11-02,東京都,,None
sage&fennel,2015-11-02,東京都,03-6450-4789,None
エ プロント 雷門店,2015-11-02,東京都,03-5828-1400,None
古本と珈琲 ジンジャーラーメンブックス,2015-11-01,富山県,076-422-3350,None
和楽カフェ,2015-11-01,福島県,024-927-5501,None
Dining cafe Rocco,2015-11-01,神奈川県,0463-76-1223,None
在る列車,2015-11-01,長崎県,092-289-1537,None
コロコロ堂,2015-11-01,東京都,080-7000-8651,None
MONDIAL KAFFEE 328 GOLD RUSH,2015-11-01,大阪府,06-6454-6699,None
AQUA,2015-11-01,福岡県,093-475-8844,None
椿森コムナ,2015-10-31,千葉県,,None
coco-Hakone,2015-10-31,神奈川県,090-5490-1411,None
なめがた ファーマーズ ヴィレッジ,2015-10-30,茨城県,0299-87-1130,None
MILLAN CAFE&BAR,2015-10-30,東京都,03-6662-4446,None
