Date,Prefecture,ShopName,Phone
2016-04-21,北海道,oyako café noi,0166-56-1129
2016-04-20,福岡県,Rice people，Nice people！KITTE博多店,092-260-6377
2016-04-20,福岡県,kawara CAFE＆DINING KITTE博多店,092-260-6466
2016-04-20,福岡県,CORDUROY cafe KITTE博多店,092-260-6363
2016-04-20,兵庫県,フクモナ,078-907-6965
2016-04-19,大阪府,HOKUO ニトリモール枚方店,072-392-8900
2016-04-19,福岡県,GARB LEAVES （ガーブ リーブス）,092-432-0075
2016-04-18,宮城県,Kukka with Flower&Cafe （クッカ ウィズ フラワー&カフェ）,022-398-9047
2016-04-16,岐阜県,FabCafe Hida,0577-57-7686
2016-04-16,鳥取県,マズ バズ 鳥取砂丘店,0857-53-1800
2016-04-16,大阪府,Soto Cafe （O.B.Sきさいち Field Stre）,072-807-8916
2016-04-16,東京都,Mr.FARMER 新宿ミロード （ミスターファーマー）,03-3349-5731
2016-04-15,千葉県,ハドソンリバー・ハーベスト,0570-008-632
2016-04-15,東京都,calico+むさしの店,0422-29-8353
2016-04-15,福岡県,Cafe de CRIE 博多バスターミナル,092-471-5777
2016-04-15,大阪府,カフェ ウリエル,06-7503-9822
2016-04-15,北海道,ミニ四駆カフェバー PolePosition （ポールポジション）,011-806-3249
2016-04-15,北海道,たまごcafe at たつかーむ,0142-66-3345
2016-04-15,群馬県,みぃ・ベーグルカフェ＆ナチュラルマーケット イーサイト高崎店,027-386-8413
2016-04-14,兵庫県,Comodo Café ＆ Dining,078-943-0800
2016-04-14,東京都,シロノニワ,03-6452-3351
2016-04-14,東京都,ル・グルニエ・ア・パン アトレ恵比寿店,
2016-04-14,東京都,gelato pique cafe creperieアトレ恵比寿店,
2016-04-14,東京都,Cosme Kitchen Adaptationアトレ恵比寿店,
2016-04-13,京都府,インヤン・フラワー・カフェ,075-406-7109
2016-04-12,千葉県,cafe Lulumo （カフェ ルルモ）,0436-26-4455
2016-04-11,愛知県,ネコリパブリック愛知江南市店,0587-81-6722
2016-04-11,大阪府,Shaun the sheep cafe Annex,06-4308-5108
2016-04-11,神奈川県,ミニ四駆Cafeドラゴンバック,042-705-7273
2016-04-11,新潟県,バードカフェ とりん家,080-9995-4907
2016-04-11,埼玉県,S PRESS CAFE エス プレス カフェ,048-711-5171
2016-04-09,岡山県,北房あざえ茶屋,0866-52-2610
2016-04-09,秋田県,マイストア,0184-43-6608
2016-04-08,広島県,ビリヤード＆カフェバーHammer 広島胡町店,082-258-3522
2016-04-07,沖縄県,café Orange Parlor,090-2964-3693
2016-04-07,静岡県,T’s cafe×bar,053-458-2610
2016-04-07,秋田県,Hanamizuki cafe 秋田店,018-893-3250
2016-04-07,愛知県,MU GARDEN TERRACE （ムーガーデンテラス）,052-725-7390
2016-04-05,愛知県,ベジデコサラダ®カフェ,052-951-9220
2016-04-05,東京都,TOKYO AOYAMA GLOCAL CAFE（東京青山グローカルカフェ）,03-6455-5460
2016-04-05,東京都,HangOut HangOver 西武新宿BrickSt.店,03-6302-1690
2016-04-05,神奈川県,@marucafe （アットマルカフェ）,044-819-8815
2016-04-05,東京都,ピアーズカフェ 西武新宿ペペ店,03-6205-5391
2016-04-05,愛知県,食堂カフェ凜,0561-39-0035
2016-04-03,愛知県,なんであのときcafe,052-439-6263
2016-04-02,熊本県,Grillcafe&bar カランコロン,096-285-1197
2016-04-01,長野県,ビアバー＆レストラン HAKKO(ハッコ),0269-38-8500
2016-04-01,神奈川県,譲渡型猫カフェにゃんくる 桜木町店,045-315-5602
2016-04-01,岡山県,カフェとも,090-7546-3537
2016-04-01,岐阜県,Sakura Tabie by the River （サクラ テーブル）,058-372-6458
2016-04-01,沖縄県,Coccolarsi （コッコラルスィ）,098-996-2888
2016-04-01,大阪府,One Room Cafe（ワン ルーム カフェ）,080-3270-3781
2016-04-01,福岡県,PICOLUSSO （ピコルッソ）,093-967-1530
2016-03-31,東京都,THE APOLLO アポロ,03-6264-5220
2016-03-31,東京都,THE CITY BAKERY Tokyo Plaza Ginza,03-6264-5201
2016-03-31,神奈川県,チャワン ラスカ茅ヶ崎店,0467-88-0655
2016-03-30,北海道,福吉カフェ 旭橋本店,0166-85-6014
2016-03-30,大阪府,カフェ＆ダイニング 旬家彩果,06-6726-0770
2016-03-29,東京都,エクセルシオールカフェ 町田一番街通り店,042-729-8858
2016-03-29,大阪府,BW STATION,06-6842-9666
2016-03-29,香川県,ultra bakeshop & coffee,087-802-3848
2016-03-27,栃木県,洋菓子工房＆カフェ バウム工房 ゆずの木,0285-63-5671
2016-03-27,新潟県,三条スパイス研究所,0256-47-0086
2016-03-26,埼玉県,HOGOKEN CAFE 大宮店,048-782-8362
2016-03-26,愛知県,BAGEL CAFE SORARIN （ベーグルカフェ ソラリン）,0569-35-5670
2016-03-26,北海道,てらかふぇ安,080-1971-0699
2016-03-26,北海道,ゲーマーズカフェGAMECIRCLE,0166-73-5440
2016-03-26,東京都,a,03-5459-1158
2016-03-26,北海道,畑のレストランHuis,0138-83-1241
2016-03-25,東京都,ガーデンハウス 新宿店,0467-81-5200
2016-03-25,東京都,SALON BAKE&TEA （サロン ベイクアンドティー）,03-6380-1790
2016-03-24,東京都,ケニーズハウスカフェ サンシャイン池袋店,03-6907-1913
2016-03-24,福島県,MIYAKOJI sweets yui,0247-73-8380
2016-03-24,宮城県,cafe smile（カフェスマイル),080-3326-6016
2016-03-23,東京都,北海道チューボー グランアージュ店,03-6206-3544
2016-03-23,東京都,LUKE’S 渋谷Park Street店,03-5456-6957
2016-03-21,愛知県,SUN CAFE サンカフェ,080-4842-6416
2016-03-19,大阪府,pia Sapido イオンモール堺鉄砲町店,072-275-5479
2016-03-19,大阪府,The Coffee Bean＆Tea Leafイオンモール堺鉄砲町店,072-275-7358
2016-03-19,沖縄県,Rockers Cafe（ロッカーズカフェ ）,098-923-4178
2016-03-18,東京都,Spatzle CAFE & WINE 表参道ヒルズ店,03-5775-1941
2016-03-18,東京都,森の図書室2号店,03-6434-0625
2016-03-18,千葉県,CakeTime,047-409-7468
2016-03-18,大阪府,Cafe Rocca,050-5277-7337
2016-03-18,愛知県,放課珈琲 ほうかふぇ,0569-25-5183
2016-03-18,東京都,カフェ＆ダイニング Rocco Rocco,03-6456-1655
2016-03-18,兵庫県,Grace Garden イオンモール神戸北店,078-983-3200
2016-03-18,北海道,café PARK DELI （カフェ パーク デリ）,011-839-1017
2016-03-18,神奈川県,スターバックス ネイバーフットアンドコーヒー たまプラーザテラス店,045-905-0774
2016-03-17,宮城県,JS FOODIES エスパル仙台,022-791-3410
2016-03-17,宮城県,HUMMING MEAL MARKET,022-766-8382
2016-03-17,宮城県,ザ・スチーム シーフードポット＆オイスター エスパル仙台店,022-792-2501
2016-03-17,千葉県,フロプレステージュ ちはら台ユニモ店,0436-76-8139
2016-03-15,大阪府,Funny Kitchen ファニーキッチン,050-5282-7034
2016-03-15,東京都,和歌山ダイニング 木と水と土と 外苑前店,03-6434-0117
2016-03-15,茨城県,CORG’S（コーグス）,0280-87-1800
2016-03-14,長崎県,カフェコア 長崎みなとメディカルセンター市民病院,095-816-1855
2016-03-14,東京都,Paddock Girls Cafe Roppongi,03-4226-3535
2016-03-12,静岡県,掛川森林果樹公園アトリエ,0537-21-1616
2016-03-12,埼玉県,菓匠 幹栄 × cafelatte57,048-782-9199
2016-03-12,大阪府,Wa coffee,06-7502-6478
2016-03-12,福井県,CAFE4115 （カフェ4115）,0776-54-3737
2016-03-12,愛知県,クレイジーダック,0568-55-8889
2016-03-12,広島県,Collabo,084-966-3093
2016-03-10,東京都,エ・プロント 狛江店,03-5438-5757
2016-03-10,東京都,alife （エーライフ）,03-3408-1111
2016-03-09,東京都,猫カフェMoCHA 原宿店,03-6447-2665
2016-03-08,愛知県,YURT大名古屋ビルヂング店,052-433-1540
2016-03-08,愛知県,HARBS 大名古屋ビルヂング店,052-589-8271
2016-03-08,愛知県,Salt Water by David Myers 名古屋店,052-414-5423
2016-03-08,愛知県,浅草 キッチン大宮 大名古屋ビルヂング店,052-433-1412
2016-03-08,愛知県,アンティコカフェ アルアビス 大名古屋ビルヂング店,052-589-8138
2016-03-08,千葉県,Cafe&Dining×Apparel SENSE,047-197-6008
2016-03-08,大阪府,Soup&cafe たらTaRa 四ツ橋店,06-4390-3939
2016-03-07,神奈川県,iNAho（菜・肴・米）,050-1031-2081
2016-03-07,東京都,Crear Bacchus,03-5797-7260
2016-03-04,岡山県,カフェコムサ岡山天満屋店,086-232-5310
2016-03-04,神奈川県,&Swell,045-222-6510
2016-03-04,神奈川県,シロノシー,045-323-9555
2016-03-04,神奈川県,Pie Holic（パイ ホリック）,045-227-6777
2016-03-03,大分県,ベーカリーカフェ ぱんの森,097-567-3030
2016-03-03,東京都,TRITON CAFE DAIKANYAMA（トリトンカフェ代官山）,03-3462-6263
2016-03-03,大阪府,サンマルクカフェ 南海堺東駅店,072-282-0309
2016-03-03,大阪府,日本茶専門店 カフェ&ダイニング 茶の音,072-867-1253
2016-03-03,神奈川県,MERRY and BRIGHT（メリー アンド ブライト）,080-6676-2805
2016-03-02,大阪府,マルニ・フラワー・カフェ（MARNI FLOWER CAFE）,06-63061-1381
2016-03-01,和歌山県,LURU HALL,090-3622-8703
2016-03-01,東京都,カフェ＆ボードゲーム ウィンウィン,03-6721-7506
2016-03-01,東京都,Daining Cafe&Barトライリー,080-9665-2270
2016-03-01,福島県,フルーツピークス いわき鹿島店,0246-84-9588
2016-03-01,鹿児島県,古民家れすとらん ニコラ,099-262-3737
2016-03-01,宮城県,NoNNKey＋,022-267-2889
2016-03-01,兵庫県,R.L WAFFLE CAFE 神戸北店,078-983-3272
2016-03-01,愛知県,アボカド料理専門店 FORZA 本山店,052-761-3999
2016-03-01,東京都,café & grill il Bosco （カフェ&グリル イル ボスコ）,03-5623-2202
2016-02-29,三重県,チョコホリックカフェ,090-6095-5149
2016-02-27,大阪府,ピッツァナポレターノカフェ ビバモール和泉中央店,0725-51-7358
2016-02-26,大阪府,Esir Cafe （イーサー カフェ）,06-6180-5131
2016-02-26,東京都,神楽坂 茶寮 池袋店,03-5927-9033
2016-02-26,東京都,VENT DE LUDO池袋東武店,03-6915-2915
2016-02-26,東京都,TOSHI STYLE,03-5927-9978
2016-02-25,兵庫県,CafeMUJIピオレ明石,078-911-0026
2016-02-25,兵庫県,ハンズカフェ ピオレ明石店,078-918-6292
2016-02-24,福島県,農と食の体験ファーム ワンダーファーム,0246-38-8851
2016-02-23,大阪府,root cafe-Supported by +medi –,06-6372-5400
2016-02-22,東京都,ミリタリーカフェ トリガーハッピー,03-6666-8150
2016-02-20,東京都,JELLY JELLY CAFE 池袋店,03-6907-0919
2016-02-17,東京都,谷根千 az cafe,03-5832-9362
2016-02-13,東京都,CRISP SALAD WORKS六本木ヒルズ店,03-6721-1162
2016-02-12,東京都,ZAKKA 2F ➕CAFE➕,03-3969-5521
2016-02-12,宮崎県,SUN CAFE,0985-71-1939
2016-02-10,埼玉県,cafe Cup（かふぇ ちゅぷ）,048-856-9653
2016-02-10,埼玉県,Cafe & Dining　Hale Luana（カフェ&ダイニング ハレ ルアナ）,048-446-3663
2016-02-05,鹿児島県,BROOKLYN TABLEE～ブルックリンの食卓～,099-219-3595
2016-02-05,兵庫県,Creperie Caf’e ViVi（クレープリーカフェ ビビ ）,090-7550-0074
2016-02-02,愛媛県,Pamplemousse 松山店,089-900-7788
2016-02-02,愛知県,やすらぎSweets処 めるたん 勝川店,0568-34-4117
2016-02-02,兵庫県,ゆめかふぇ,080-6224-0134
2016-02-01,大阪府,幸せのパンケーキ 南船場はなれ,06-6226-8005
2016-01-28,岐阜県,Fier 28～Vingt-huit～ （フィエルバンテユイット）,058-275-7772
2016-01-27,東京都,アニメイトカフェ池袋3号,03-5957-0880
2016-01-27,山口県,発信キッチン,0833-72-7772
2016-01-26,北海道,VERY FANCY 札幌（ベリーファンシーさっぽろ）,011-520-6560
2016-01-24,岐阜県,CAFE CHOSUFLORE （カフェ チョスフロール）,058-387-3622
2016-01-23,東京都,シルクロード カフェ錦糸町店,03-5809-7953
2016-01-22,大阪府,カスカード なんばマルイ店,06-6647-0505
2016-01-22,北海道,Cafe&Bal ROBAROBA （カフェ＆バル ロバロバ）,011-836-6868
2016-01-21,北海道,ALLEYS NEW YORK 札幌北一条店,011-522-9455
2016-01-20,東京都,CAFE:MONOCHROME,03-6452-5735
2016-01-20,沖縄県,GIOVANNI’S JAPAN 沖縄北谷アメリカンビレッジ店,098-989-4166
2016-01-14,大阪府,森ノ宮 小鳥ひろば,06-6941-9030
2015-12-10,北海道,海鮮創作 マテリアルゲーム,0138-84-6905
2015-12-10,宮城県,Hanamizuki café 仙台泉店,022-341-1866
2015-12-10,東京都,mogoon(モグーン) ららぽーと立川立飛店,042-512-5033
2015-12-10,東京都,神楽坂 茶寮 ららぽーと立川立飛店,042-512-6770
2015-12-10,東京都,Eggs ’n Things ららぽーと立川立飛店,042-512-5851
2015-12-09,千葉県,かどちゃんKITCHEN&CAFE,04-7155-0562
2015-12-09,北海道,CAFE&BAR めりめろ,011-812-2177
2015-12-07,神奈川県,ハンズカフェ エトモ中央林間,046-276-6680
2015-12-06,東京都,月夜と森のサーカス〜絵本仕掛けのカフェ & 劇場〜,080-4451-601
2015-12-06,東京都,S.F.BURGERs,03-6413-5793
2015-12-05,広島県,啓文社 BOOKS PLUS 緑町,
2015-12-05,千葉県,小谷流ベーカリー＆カフェ,043-312-1110
2015-12-04,東京都,サラベス 東京店,03-6206-3551
2015-12-04,愛知県,Light Cafe イオンモール常滑店,0569-89-0847
2015-12-03,和歌山県,StaubKitchen OLMO（ストウブキッチン・オルモ),073-499-6508
2015-12-01,神奈川県,NOMADIC CAFE,090-5949-6628
2015-12-01,新潟県,seafood dining cafe 海結,050-3565-6157
2015-12-01,京都府,CANDY SHOW TIME 京都祇園店/CANDY SHOW TIME Cafe,075-532-2055
2015-12-01,静岡県,Conche,054-374-8551
2015-12-01,静岡県,bloom by 3rdplace,054-368-4674
2015-12-01,東京都,SEZON ART GALLERY,03-6447-1142
2015-12-01,東京都,DAY&NIGHT,03-5422-6645
2015-11-28,石川県,別邸「薪の音 金澤」,076-252-5125
2015-11-27,神奈川県,PRONTO 小田原トザンイースト店,0465-24-3655
2015-11-26,愛知県,TIDA CAFE （ティーダ カフェ）,0568-51-1770
2015-11-26,兵庫県,J.S. FOODIES ミント神戸店,078-251-5911
2015-11-25,東京都,Cafe & Bar 十誡　,03-6264-5775
2015-11-25,福岡県,Cafe＆Dining藤その,0944-85-6601
2015-11-25,神奈川県,PUBLIC HOUSE武蔵小杉店,044-739-2660
2015-11-25,埼玉県,神戸屋キッチン デリ＆カフェ アトレ浦和店,048-811-2205
2015-11-25,埼玉県,PRONTO アトレ浦和店,048-811-2223
2015-11-25,埼玉県,Mercato street cafe TRiPPAiO,
2015-11-21,東京都,Gato Sano,
2015-11-21,東京都,マノ・キッチンカフェ板橋前野町店,03-5918-7505
2015-11-21,東京都,イオンドリップカフェ イオンスタイル板橋前野町,03-5916-8107
2015-11-21,埼玉県,こころね ららぽーと新三郷店,048-954-4371
2015-11-21,福岡県,THE GUEST cafe&diner 福岡パルコ店,092-235-7182
2015-11-21,三重県,Holli Cafe+ （ホーリーカフェプラス）,0598-31-3910
2015-11-21,東京都,etc.JOURNAL STANDARD 吉祥寺店,
2015-11-20,神奈川県,ブリオッシュ ドーレ ラスカ茅ヶ崎店,0467-38-8210
2015-11-20,神奈川県,アロハストリートショップ＆カフェ 茅ヶ崎ショップ,0467-73-8322
2015-11-20,東京都,Grand Breton Cafe,03-5289-3270
2015-11-20,北海道,Cafe bar Chotto,011-631-4855
2015-11-20,東京都,Dining cafe YOSHIMI 調布パルコ店,042-426-7760
2015-11-20,北海道,カフェ・ド・イソップ,011-788-6601
2015-11-19,茨城県,Moff animal cafe iiasつくば店,029-846-7900
2015-11-19,千葉県,Eggs ’n Things ららぽーとTOKYO-BAY店,047-421-7230
2015-11-19,千葉県,グリル＆シュリンプレストランMart,047-434-6661
2015-11-19,北海道,ベビーフェイスプラネッツ旭川忠和店,0166-63-2700
2015-11-19,東京都,Cheese Dish Factory,03-6416-5179
2015-11-19,東京都,atari caf_ & dining,03-6416-5178
2015-11-19,大阪府,TABLES KITCHEN,06-4860-6531
2015-11-19,大阪府,Eggs ’n Things ららぽーとEXPOCITY店,06-4860-6573
2015-11-19,大阪府,GRAND PASSAGE ららぽーとEXPOCITY店,06-4860-6504
2015-11-19,大阪府,RHC ロンハーマン大阪店,
2015-11-19,大阪府, GUNDAM SQUARE,06-4860-6442
2015-11-16,愛知県,K LOHAS Beauty Cafe,052-249-4777
2015-11-15,奈良県,フクロウカフェわたわた,0742-27-3330
2015-11-15,東京都,WE ARE THE FARM 恵比寿店,03-5784-3877
2015-11-14,大阪府,クレープリー・スタンド シャンデレール 天王寺,050-5785-7037
2015-11-13,埼玉県,Café Barbapapa,048-961-8407
2015-11-13,埼玉県,GARBA cafe 本庄店,0495-25-3244
2015-11-13,千葉県,ラ・メゾンアンソレイユターブル シャポー船橋店,047-411-6077
2015-11-11,大阪府,サニー サイド 高槻岡本店,072-669-9248
2015-11-11,愛知県,ベーカリーパーラー ペリカン 豊川マチニワ店,0533-80-7222
2015-11-11,大阪府,24/7 cafe apartment umeda,06-6377-5777
2015-11-10,神奈川県,山手十番館 レストラン＆カフェ,045-621-4466
2015-11-10,三重県,サンドイッチ＆カフェ PEER,059-273-6878
2015-11-08,愛知県,THREE LITTLE PIGS,056176-1233
2015-11-07,宮城県,Cafe かいめんこや,090-1169-1523
2015-11-06,福岡県,Cafeココ,
2015-11-06,東京都,MIYABI CAFE 神保町店,03-5212-6286
2015-11-05,東京都,CANVAS TOKYO （キャンバス トウキョウ）,03-6432-5700
2015-11-05,大阪府,Drip-X-Cafe （ドリップ エックス カフェ）,06-6885-0512
2015-11-03,東京都,カフェ サンマリノ,03-3389-4896
2015-11-03,沖縄県,L lota（エル・ロタ）,0980-52-8040
2015-11-03,熊本県,ｃａｆｅ ＫＡＷＡＮＯ,096-368-2347
2015-11-02,熊本県,旬酔かなで,096-385-2310
2015-11-02,東京都,DAY & NIGHT,
2015-11-02,東京都,sage&fennel,03-6450-4789
2015-11-02,東京都,エ プロント 雷門店,03-5828-1400
2015-11-01,富山県,古本と珈琲 ジンジャーラーメンブックス,076-422-3350
2015-11-01,福島県,和楽カフェ,024-927-5501
2015-11-01,神奈川県,Dining cafe Rocco,0463-76-1223
2015-11-01,長崎県,在る列車,092-289-1537
2015-11-01,東京都,コロコロ堂,080-7000-8651
2015-11-01,大阪府,MONDIAL KAFFEE 328 GOLD RUSH,06-6454-6699
2015-11-01,福岡県,AQUA,093-475-8844
2015-10-31,千葉県,椿森コムナ,
2015-10-31,神奈川県,coco-Hakone,090-5490-1411
2015-10-30,茨城県,なめがた ファーマーズ ヴィレッジ,0299-87-1130
2015-10-30,東京都,MILLAN CAFE&BAR,03-6662-4446
2015-10-29,東京都,LAITIER SOFT CREAM & CAFE,03-6455-5262
2015-10-29,神奈川県,Kailua Weekend,046-206-6675
2015-10-29,神奈川県,エ・プロント ららぽーと海老名店,046-236-2277
2015-10-29,神奈川県,AROUND TABLE ららぽーと海老名店,046-206-6455
2015-10-29,神奈川県,Ivorish海老名,046-206-6201
2015-10-29,神奈川県,デリス タルト＆カフェ ららぽーと海老名店,046-234-3343
2015-10-28,大分県,サンマルクカフェパークプレイス大分店,097-520-7824
2015-10-27,愛知県,chiffoncafe Ｆavori,052-353-7667
2015-10-27,神奈川県,Yokosuka Cool Clan Café URAGA,046-845-9106
2015-10-27,長野県,Fortune Tree （フォーチュン トゥリー）,0268-23-7701
2015-10-24,香川県,CAFE cabo イオンタウン宇多津店,0877-35-7501
2015-10-24,香川県,ほしごえの里,0877-35-7788
2015-10-23,香川県,MJ BOOK CAFE 高松,087-813-2105
2015-10-23,香川県,Studio cafe Zoo Adventure 瓦町FLAG店,087-812-7760
2015-10-23,東京都,TAICO Coffee & Restaurant,070-5020-6777
2015-10-23,神奈川県,why not?,042-299-8177
2015-10-23,愛知県,手づくり工房K&M,052-693-8321
2015-10-23,大阪府,MANOA CAFE,072-803-2036
2015-10-23,大阪府,デリス タルト&カフェ イオンモール四條畷店,072-803-0444
2015-10-21,神奈川県,PHAKCHI JO’S（パクチージョーズ）,045-263-8905
2015-10-21,青森県,スクール&カフェ友実家,0176-23-6300
2015-10-21,愛知県,ベビーフェイス プラネッツ蟹江店,0567966777
2015-10-20,大阪府,Rcafe(アールカフェ) 箕面店,072-737-7281
2015-10-19,鹿児島県,ゆとりの空間 山形屋店,099-227-6592
2015-10-17,福岡県,PIECE of JUNKS ジャンクス,0943-77-6751
2015-10-16,東京都,うさぎcafe もふれる,03-3254-2323
2015-10-15,福岡県,ぶどうの樹DELI CAFE 野の食卓,093-616-1430
2015-10-15,大阪府,BURN SIDE ST CAFE CRAFT KITCHEN+ KUZUHA,072-896-6229
2015-10-14,福井県,赤れんがcafe,0770-47-5201
2015-10-12,東京都,NeRoLi（ネロリ ）,03-5432-9265
2015-10-10,東京都,Bonnel Cafe,03-4296-7109
2015-10-10,静岡県,コンディショニングカフェ Cafe LOHAS,055-941-9651
2015-10-09,東京都,花より男子カフェ,03-3463-8525
2015-10-09,東京都,RiderzCafe 吉祥寺,0422-23-8133
2015-10-09,大阪府,野間の森MIGIWA（ミギワ）,0727-34-6415
2015-10-09,富山県,オリーブオイルキッチン 富山駅前店,076-471-5010
2015-10-07,静岡県,バニーニ＆カフェ Farina ファリーナ,053-413-2710
2015-10-07,大阪府,カフェと雑貨 空＋色,072-668-4531
2015-10-05,沖縄県,楽ロビkitchen,080-8353-9855
2015-10-03,東京都,彩茶房 CASCADE HARAJUKU店,03-6455-5423
2015-10-02,東京都,PEANUTS Cafe,03-6452-5882
2015-10-01,静岡県,we+138ストア,0537-22-1380
2015-10-01,愛媛県,Garakta cafe&bar,089-933-3733
2015-10-01,京都府,Cafe＆dining レストラン Chelse7,075-744-1455
2015-09-30,福岡県,MINOU BOOKS&CAFE,
2015-09-30,東京都,KD café&bar,0422-27-2123
2015-09-30,東京都,common cafe 新宿歌舞伎町店,03-6205-5846
2015-09-29,愛知県,Cobaco ne cobaco,0566-74-2775
2015-09-29,千葉県,フラワーショップ&カフェ MILLE ECLAT.（ミル エクラ.）,043-497-5649
2015-09-29,香川県,SOHSOH 丸亀町グリーン店,087-813-3211
2015-09-28,兵庫県,Koko Moi,078-793-0707
2015-09-28,兵庫県,てぃだかふぇ,078-362-0678
2015-09-26,鹿児島県,Restaurant Locavore,099-471-6666
2015-09-25,埼玉県,菓子工房とかふぇ くるみ,048-259-2065
2015-09-22,東京都,神楽坂モノガタリ （本のにほひのしない本屋 神楽坂モノガタリ）,03-3266-0517
2015-09-22,埼玉県,ショクドウカフェ ラパン,048-878-8355
2015-09-21,東京都,Photo Café & Bar Shooting Star,03-5726-9739
2015-09-20,東京都,Cafe Luci38,03-6453-4581
2015-09-19,東京都,Pinze Loca (ピンゼロカ）,050-3171-8023
2015-09-19,兵庫県,Cafe DE Bar Juke,078-779-8043
2015-09-19,富山県,music & cafe ADAGIO,090-5681-7222
2015-09-19,北海道,PATISSERIE&PIE HOUSE JUNNOSUKE,011-215-5248
2015-09-18,大阪府,HULA GRILL the Garden,06-6213-0022
2015-09-18,愛知県,Carlova360 NAGOYA (カルロバ名古屋),052-264-8526
2015-09-18,京都府,京野菜レストラン梅小路公園,075-352-7111
2015-09-18,福岡県,SUNDAY COFFEE STAND 天神コア店,092-791-5440
2015-09-18,福岡県,kawara KITCHEN 天神コア店,092-791-5440
2015-09-18,千葉県,カフェ・ド・クリエ あびこショッピングプラザ,04-7192-6035
2015-09-18,兵庫県,カフェ・ド・クリエ 神戸藤原台,078-958-5772
2015-09-18,愛知県,D’elicesデリス モゾ ワンダーシティ店,052-501-8885
2015-09-18,東京都,創材料理・銀座 KUSHIMA,03-6228-5191
2015-09-18,東京都,文明堂カフェ 銀座店,03-3574-0002
2015-09-16,神奈川県,ON THE MARKS（オン・ザ・マークス）,044-221-2250
2015-09-16,愛知県,九州 弁天堂 mozoワンダーシティ店,092-738-2707
2015-09-14,奈良県,ココチキッチン奈良狐井,0745-44-8275
2015-09-13,東京都,R.O.STAR 中板橋店,03-6909-6177
2015-09-12,青森県,SWEETS &CAFE PETITEL,017-718-3988
2015-09-12,北海道,BOOKS&CAFE’ LINER NOTES ル・トロワ店,011-272-7285
2015-09-12,東京都,Restaurant 8ablish,
2015-09-12,北海道,ベーカリー＆カフェ どんぐり 大通店,011-210-5252
2015-09-11,兵庫県,こに蔵,079-273-5296
2015-09-11,福井県,茶蔵庵房,0776-76-0086
2015-09-11,岩手県,SATO,0191-48-5011
2015-09-11,東京都,アロムヴェール ＆ ラ・クール・ド・コンマ,
2015-09-10,京都府,cafe&music Kirsche（キルシェ）,075-746-6262
2015-09-10,東京都,café 1886 at Bosch,03-6427-3207
2015-09-08,東京都,bills二子玉川,03-3708-3377
2015-09-08,長野県,ツリーハウスカフェ ディレタント軽井沢,0267-41-0406
2015-09-08,東京都,FARMSHOP 二子玉川,03-5491-7737
2015-09-07,東京都,Restaurant PORTUS,03-5772-3863
2015-09-07,静岡県,This Is Cafe 静岡店,054-266-5500
2015-09-07,東京都,カフェ・オーレ！水天宮,03-6667-0298
2015-09-05,奈良県,オーベルジュ・ド・ぷれざんす桜井,0744-49-0880
2015-09-05,茨城県,CAFÉ＆DELI IL PONTE,029-828-5557
2015-09-03,宮城県,Bjrök Hemslöjden&café,022-739-8980
2015-09-02,東京都,グッドモーニングカフェ 早稲田店,03-5155-3385
2015-09-01,神奈川県,日本酒スローフード 方舟 川崎 ラ チッタデッラ店,044-276-9728
2015-09-01,東京都,iBEER LE SUN PALM 二子玉川ライズ,03-6805-7110
2015-09-01,東京都,カフェ＆ベーカリー on the CANAL（オン ザ カナル）,03-5547-4631
2015-09-01,東京都,あげパンカフェ恵比寿,090-6180-5017
2015-08-30,新潟県,ベビーフェイスプラネッツ 新潟女池インター店,025-384-8850
2015-08-28,東京都,QLQL cafe,03-5244-4082
2015-08-24,愛知県,ダイニングカフェY’S(ワイズ),0569-23-3575
2015-08-24,東京都,Leadcafe,03-6447-2391
2015-08-24,京都府,gram 京都新京極店,075-212-3633
2015-08-23,愛知県,café Jardins des Fleurs,0562-38-7709
2015-08-22,神奈川県,OXYMORON onari(オクシモロン オナリ）,0467-73-8626
2015-08-21,京都府,ロンハーマン京都店,075-708-3840
2015-08-21,京都府,Cafe&M京都BAL,075-256-8300
2015-08-21,大阪府,OCeano French Cafe,06-6212-6300
2015-08-21,神奈川県,Cafe ＆ Barbecue Diner PUBLIE（パブリエ）,046-240-7929
2015-08-18,東京都,たべものと日用品 WAO（ワオ）,
2015-08-18,東京都,BISTOIRE（ビストア）,03-6873-6125
2015-08-17,兵庫県,いっぽかふぇfoo,080-6172-9389
2015-08-10,大阪府,アイドルカフェ IDOL-stadium（アイドルスタジアム）,06-6616-9433
2015-08-10,静岡県,Kitchen Smile 創作料理の店,053-443-8018
2015-08-10,大阪府,Cafe PLUS かふぇ ぷらす,080-3804-8810
2015-08-08,高知県,雪ノ下高知,088-821-9995
2015-08-08,東京都,東京スネークセンター,03-6427-9912
2015-08-08,神奈川県,Hawaiian Cafe Merengue 岸根公園店,045-488-5531
2015-08-07,東京都,カフェ＆バー CHARACRO feat. 銀魂,03-6907-3836
2015-08-03,東京都,BALLOWER TERRACE青山店,03-6805-0157
2015-08-01,大阪府,ふくろうの集うカフェQuill,06-7494-9876
2015-08-01,熊本県,studio CLIP ゆめタウン光の森店,096-232-8221
2015-08-01,東京都,KAWAII MONSTER CAFE HARAJUKU（かわいいもんすたーかふぇはらじゅく）,03-5413-6142
